"subject","hem","roi","cyto","domain","group","tract","percentage"
"NAV22/NAV22_150329_time_01_1","rh","OTS-bodies","FG4","body","adult","pAF",43.9297903461726
"NAV22/NAV22_150329_time_01_1","rh","OTS-bodies","FG4","body","adult","VOF",23.5494880546075
"ML23/ML23_150314_time_01_1","rh","OTS-bodies","FG4","body","adult","IFOF",0
"ML23/ML23_150314_time_01_1","rh","OTS-bodies","FG4","body","adult","ILF",13.2841328413284
"ML23/ML23_150314_time_01_1","rh","OTS-bodies","FG4","body","adult","AF",19.1881918819188
"ML23/ML23_150314_time_01_1","rh","OTS-bodies","FG4","body","adult","pAF",67.5276752767528
"ML23/ML23_150314_time_01_1","rh","OTS-bodies","FG4","body","adult","VOF",0
"EA23/EA23_150208_time_01_1","rh","OTS-bodies","FG4","body","adult","IFOF",0
"EA23/EA23_150208_time_01_1","rh","OTS-bodies","FG4","body","adult","ILF",7.39348370927318
"EA23/EA23_150208_time_01_1","rh","OTS-bodies","FG4","body","adult","AF",27.6942355889724
"EA23/EA23_150208_time_01_1","rh","OTS-bodies","FG4","body","adult","pAF",64.7869674185464
"EA23/EA23_150208_time_01_1","rh","OTS-bodies","FG4","body","adult","VOF",0
"JEW23/JEW23_150322_time_01_1","rh","OTS-bodies","FG4","body","adult","IFOF",0.250941028858218
"JEW23/JEW23_150322_time_01_1","rh","OTS-bodies","FG4","body","adult","ILF",5.49560853199498
"JEW23/JEW23_150322_time_01_1","rh","OTS-bodies","FG4","body","adult","AF",23.4378920953576
"JEW23/JEW23_150322_time_01_1","rh","OTS-bodies","FG4","body","adult","pAF",59.7741530740276
"JEW23/JEW23_150322_time_01_1","rh","OTS-bodies","FG4","body","adult","VOF",11.0414052697616
"GB23/GB23_150301_time_01_1","rh","OTS-bodies","FG4","body","adult","IFOF",0
"GB23/GB23_150301_time_01_1","rh","OTS-bodies","FG4","body","adult","ILF",23.0046948356808
